City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,jiwani,25.05,61.7417,83.52,86,100,8.34,PK,1690336868
365,kota belud,6.351,116.4305,87.17,59,94,10.02,MY,1690336868
366,aswan,24.0934,32.907,92.5,21,0,0.0,EG,1690336869
367,labytnangi,66.6572,66.4183,65.07,63,100,14.14,RU,1690336869
368,chetwayi,10.5333,76.05,77.32,86,100,4.12,IN,1690336869
369,usogorsk,63.4106,48.6872,55.72,96,91,2.57,RU,1690336869
370,fort bragg,35.139,-79.006,85.73,69,0,8.05,US,1690336869
371,labasa,-16.4167,179.3833,75.33,77,100,5.3,FJ,1690336869
372,leava,-14.3,-178.1667,78.69,75,89,18.43,WF,1690336870
373,aljezur,37.3191,-8.8033,59.23,88,0,9.86,PT,1690336870
374,agadez,19.75,10.25,88.79,13,26,9.8,NE,1690336870
375,san francisco,37.7749,-122.4194,83.32,78,20,21.99,US,1690336751
376,motueka,-41.1333,173.0167,58.1,40,2,6.38,NZ,1690336870
377,dengzhou,37.8086,120.7508,84.58,70,100,5.37,CN,1690336870
378,zhalantun,48.0,122.7167,77.52,63,8,3.58,CN,1690336871
379,chom bueng,13.62,99.5917,75.85,91,100,3.36,TH,1690336871
380,nuku'alofa,-21.1333,-175.2,71.94,78,75,6.91,TO,1690336871
381,cefalu,38.0386,14.0229,81.75,81,90,4.0,IT,1690336872
382,taunggyi,20.7833,97.0333,70.23,82,91,3.24,MM,1690336872
383,saint-philippe,-21.3585,55.7679,67.59,78,1,6.71,RE,1690336872
384,lorengau,-2.0226,147.2712,83.7,74,63,16.06,PG,1690336872
385,perbaungan,3.5679,98.956,82.51,76,91,2.8,ID,1690336872
386,sake,-1.5736,29.045,65.01,70,71,2.15,CD,1690336873
387,rio grande,-32.035,-52.0986,59.95,99,100,11.21,BR,1690336873
388,quellon,-43.1167,-73.6167,46.65,87,100,2.3,CL,1690336873
389,fort mcmurray,56.7268,-111.381,69.39,82,75,12.66,CA,1690336805
390,kayangel,8.0823,134.7173,77.76,85,100,9.86,PW,1690336873
391,puerto deseado,-47.7503,-65.8938,35.89,93,100,25.59,AR,1690336873
392,igarka,67.4667,86.5833,71.15,60,0,7.2,RU,1690336874
393,mandalgovi,45.7625,106.2708,67.82,51,30,8.5,MN,1690336874
394,toamasina,-18.1667,49.3833,66.2,94,40,2.3,MG,1690336602
395,newman,37.3138,-121.0208,98.83,35,0,3.0,US,1690336604
396,huayin,34.5675,110.0921,89.01,51,100,6.73,CN,1690336874
397,al khums,32.6486,14.2619,89.83,28,0,15.08,LY,1690336874
398,porto velho,-8.7619,-63.9039,73.45,83,0,1.14,BR,1690336868
399,angra dos reis,-23.0067,-44.3181,72.32,76,100,5.08,BR,1690336875
400,la passe,45.5549,-0.8967,58.98,80,78,5.03,FR,1690336875
401,ketchikan,55.3422,-131.6461,63.16,78,100,5.3,US,1690336875
402,horizon city,31.6926,-106.2075,98.29,17,1,12.55,US,1690336875
403,wanning,18.8003,110.3967,88.09,62,13,2.89,CN,1690336875
404,zhezqazghan,47.7833,67.7667,72.18,33,0,8.95,KZ,1690336876
405,guapi,2.5708,-77.8854,75.63,95,100,3.49,CO,1690336876
406,bogale,16.2833,95.4,82.42,82,95,9.24,MM,1690336876
407,qaisumah,28.3112,46.1273,89.56,12,0,4.61,SA,1690336876
408,reggane,26.7158,0.1714,96.73,5,0,7.9,DZ,1690336876
409,villa gesell,-37.2639,-56.973,55.06,91,100,10.58,AR,1690336877
410,la ronge,55.1001,-105.2842,73.65,49,100,13.8,CA,1690336877
411,bandon,51.7469,-8.7425,58.59,96,100,8.68,IE,1690336877
412,wainwright,52.839,-110.8572,64.99,65,92,3.69,CA,1690336877
413,kismayo,-0.3582,42.5454,75.85,80,42,14.92,SO,1690336878
414,benjamin constant,-4.3831,-70.0311,75.33,70,83,1.68,BR,1690336878
415,markala,13.7021,-6.0659,84.25,58,15,7.92,ML,1690336878
416,ancud,-41.8697,-73.8203,46.06,82,35,3.22,CL,1690336879
417,port hueneme,34.1478,-119.1951,92.46,70,0,8.05,US,1690336870
418,harstad,68.799,16.5293,59.81,92,92,4.0,NO,1690336879
419,kapuskasing,49.4169,-82.4331,73.49,53,75,6.91,CA,1690336723
420,mabaruma,8.2,-59.7833,75.22,97,8,3.89,GY,1690336880
421,linxia chengguanzhen,35.6003,103.2064,73.94,52,66,1.21,CN,1690336880
422,kurayoshi,35.4333,133.8167,89.51,66,1,3.58,JP,1690336880
423,chajari,-30.7505,-57.9796,56.34,95,86,3.71,AR,1690336881
424,colonia,50.9333,6.95,57.85,79,40,2.3,DE,1690336817
425,mermoz boabab,14.7065,-17.4758,81.16,83,99,7.27,SN,1690336881
426,nikolayevsk-on-amure,53.1406,140.73,66.97,95,100,2.15,RU,1690336881
427,san ignacio de velasco,-16.3667,-60.95,71.42,47,0,3.85,BO,1690336882
428,saldanha,-33.0117,17.9442,55.92,66,100,6.17,ZA,1690336882
429,tres arroyos,-38.3739,-60.2798,44.31,85,100,6.24,AR,1690336882
430,acapulco de juarez,16.8634,-99.8901,82.74,78,91,2.21,MX,1690336718
431,kollam,8.8833,76.6,77.27,83,100,7.0,IN,1690336818
432,pochinok,54.4068,32.4407,60.44,95,100,6.15,RU,1690336882
433,concepcion del oro,24.6333,-101.4167,69.82,49,100,14.85,MX,1690336883
434,umm kaddadah,13.6017,26.6876,84.43,50,98,17.49,SD,1690336883
435,murghob,38.1702,73.9667,55.36,54,12,3.36,TJ,1690336883
436,la sarre,48.8002,-79.1996,63.75,59,46,7.07,CA,1690336883
437,athens,37.9795,23.7162,88.41,51,0,3.0,GR,1690336631
438,san ramon de la nueva oran,-23.1322,-64.326,52.43,66,0,1.72,AR,1690336883
439,prince rupert,54.3161,-130.3201,58.69,88,100,4.61,CA,1690336817
440,ostersund,63.1792,14.6357,54.61,37,75,7.0,SE,1690336884
441,sogndal,61.2283,7.1003,55.78,100,100,0.0,NO,1690336884
442,inongo,-1.95,18.2667,68.23,88,62,4.23,CD,1690336885
443,dryden,49.7833,-92.7503,64.69,88,100,8.05,CA,1690336885
444,coracora,-15.0333,-73.7833,49.73,46,0,2.62,PE,1690336885
445,cradock,-32.1642,25.6192,51.73,24,0,7.05,ZA,1690336885
446,lashio,22.9333,97.75,75.09,87,82,1.14,MM,1690336885
447,robit,12.0167,39.6333,72.19,52,83,6.15,ET,1690336886
448,sibiti,-3.6819,13.3499,63.27,94,4,2.24,CG,1690336886
449,taghazout,30.5426,-9.7112,66.97,85,0,2.57,MA,1690336886
450,banjarmasin,-3.3244,114.591,84.34,58,0,3.11,ID,1690336786
451,middelburg,-25.7751,29.4648,45.93,98,75,4.5,ZA,1690336886
452,haapsalu,58.9431,23.5414,60.91,93,72,7.61,EE,1690336887
453,page,36.9147,-111.4558,89.78,23,47,6.67,US,1690336887
454,calama,-22.4667,-68.9333,48.09,25,1,1.81,CL,1690336872
455,mandan,46.8267,-100.8896,87.82,60,0,6.91,US,1690336887
456,quepos,9.4236,-84.1652,80.69,83,100,2.35,CR,1690336887
457,doka,13.5167,35.7667,72.55,90,100,11.01,SD,1690336887
458,jacksonville,30.3322,-81.6556,82.4,81,75,3.44,US,1690336599
459,krylovskaya,46.3194,39.9711,70.07,61,7,1.92,RU,1690336888
460,mongo,12.1844,18.693,78.49,72,100,8.63,TD,1690336888
461,kalmunai,7.4167,81.8167,82.42,67,100,2.89,LK,1690336888
462,fenoarivo be,-18.4333,46.5667,55.62,90,23,5.55,MG,1690336888
463,havsa,41.549,26.8221,74.43,42,0,6.17,TR,1690336888
464,tuba city,36.135,-111.2399,81.25,34,100,9.8,US,1690336889
465,ribeira brava,32.65,-17.0667,72.23,80,30,2.64,PT,1690336889
466,kupang,-10.1667,123.5833,81.18,61,75,16.11,ID,1690336889
467,ola,59.5833,151.2833,77.14,84,99,8.14,RU,1690336889
468,el rosario,24.2556,-107.1828,82.9,76,100,4.29,MX,1690336890
469,novodvinsk,64.4165,40.8122,53.6,94,24,3.71,RU,1690336890
470,xam nua,20.4197,104.0439,78.31,81,82,1.9,LA,1690336890
471,esperanza,19.5847,-70.9849,81.18,84,21,4.0,DO,1690336858
472,kelowna,49.8831,-119.4857,73.65,35,40,16.11,CA,1690336622
473,zemio,5.0314,25.1361,69.04,99,100,3.31,CF,1690336891
474,pointe-noire,-4.7761,11.8635,68.07,100,20,4.61,CG,1690336891
475,filadelfia,39.9523,-75.1638,72.05,91,100,3.44,US,1690336813
476,hassi messaoud,31.6804,6.0729,91.26,9,0,3.44,DZ,1690336891
477,cervantes,-39.05,-67.3833,54.79,53,97,22.06,AR,1690336754
478,neftcala,39.3742,49.2472,78.21,70,100,3.83,AZ,1690336892
479,kanniyakumari,8.0833,77.5667,79.48,78,100,16.49,IN,1690336892
480,vangaindrano,-23.35,47.6,65.01,68,82,10.18,MG,1690336892
481,akureyri,65.6835,-18.0878,48.13,81,100,8.05,IS,1690336892
482,karasburg,-28.0167,18.75,59.61,44,72,5.03,NA,1690336892
483,balcarce,-37.8462,-58.2552,48.81,97,100,3.0,AR,1690336893
484,suances,43.4334,-4.0434,66.97,83,75,9.22,ES,1690336893
485,kulhudhuffushi,6.6221,73.07,81.16,81,100,7.85,MV,1690336893
486,fale old settlement,-9.3852,-171.2468,83.61,73,6,16.75,TK,1690336893
487,yeppoon,-23.1333,150.7333,73.18,66,92,20.02,AU,1690336893
488,migori,-1.0634,34.4731,62.55,73,58,6.17,KE,1690336894
489,kas,36.2018,29.6377,84.49,27,0,6.6,TR,1690336894
490,kalabo,-14.97,22.6814,54.19,39,70,2.53,ZM,1690336894
491,anadyr,64.75,177.4833,55.9,82,75,8.95,RU,1690336894
492,nogliki,51.8333,143.1667,56.61,98,100,9.95,RU,1690336894
493,gaiman,-43.2897,-65.4929,43.36,78,26,13.56,AR,1690336894
494,tarnogskiy gorodok,60.4997,43.5761,55.0,84,100,4.34,RU,1690336894
495,mahenge,-8.6833,36.7167,55.76,58,0,2.15,TZ,1690336895
496,benguela,-12.5763,13.4055,68.22,86,42,5.73,AO,1690336895
497,masterton,-40.9597,175.6575,45.88,85,99,12.57,NZ,1690336895
498,laojunmiao,39.8333,97.7333,75.78,18,56,4.16,CN,1690336895
499,sittwe,20.15,92.9,82.76,82,100,13.67,MM,1690336895
500,ciudad bolivar,8.1222,-63.5497,78.71,84,39,11.68,VE,1690336896
501,sinjai,-5.1241,120.253,79.74,79,72,6.89,ID,1690336896
502,puerto colombia,10.9878,-74.9547,82.49,84,100,25.32,CO,1690336896
503,taoudenni,22.6783,-3.9836,99.48,9,16,6.44,ML,1690336896
504,tidjikja,18.5564,-11.4271,94.95,31,100,12.48,MR,1690336896
505,abu jibeha,11.4562,31.2285,74.01,85,100,4.63,SD,1690336896
506,san martin,-33.081,-68.4681,50.54,53,42,5.61,AR,1690336624
507,semenyih,2.9516,101.843,88.47,73,84,2.75,MY,1690336897
508,charlottetown,46.2352,-63.1267,73.92,57,20,10.36,CA,1690336648
509,guane,22.2025,-84.0875,77.5,88,100,7.67,CU,1690336897
510,spanish wells,26.323,-81.7957,89.58,52,100,5.75,US,1690336897
511,mandal,25.45,74.5667,81.88,77,93,10.04,IN,1690336898
512,shangmei,27.7428,111.2956,77.79,95,100,3.24,CN,1690336898
513,dededo village,13.5178,144.8391,84.99,79,100,16.11,GU,1690336898
514,swakopmund,-22.6833,14.5333,53.98,86,0,1.99,NA,1690336898
515,illizi,26.4833,8.4667,91.2,12,5,10.63,DZ,1690336898
516,pisco,-13.7,-76.2167,66.25,77,0,14.97,PE,1690336899
517,al muwayh,22.4333,41.7583,81.21,19,100,5.84,SA,1690336899
518,summerland,49.5998,-119.6691,71.1,40,75,6.91,CA,1690336899
519,angaur state,6.906,134.13,79.32,83,100,9.73,PW,1690336899
520,luena,-11.7833,19.9167,62.78,48,6,6.91,AO,1690336899
521,olyokminsk,60.3736,120.4264,83.46,44,7,4.59,RU,1690336899
522,westport,41.1415,-73.3579,70.09,90,85,3.0,US,1690336790
523,naze,28.3667,129.4833,85.12,83,33,14.45,JP,1690336900
524,yanchep,-31.55,115.6833,57.94,73,95,16.06,AU,1690336900
525,yulinshi,38.2906,109.7494,81.48,46,100,14.27,CN,1690336900
526,kievka,50.2619,71.5514,73.76,40,89,5.7,KZ,1690336900
527,port isabel,26.0734,-97.2086,86.05,77,0,5.01,US,1690336900
528,salalah,17.0151,54.0924,75.6,93,100,10.56,OM,1690336901
529,zag,46.9441,99.165,61.48,41,0,3.76,MN,1690336901
530,casper,42.8666,-106.3131,90.19,22,0,10.36,US,1690336623
531,kannapolis,35.4874,-80.6217,80.6,81,0,0.0,US,1690336901
532,maicanesti,45.5,27.5,71.91,61,45,8.46,RO,1690336901
533,martapura,-3.4167,114.85,84.29,74,0,4.61,ID,1690336902
534,al mindak,20.1588,41.2834,76.6,23,100,1.59,SA,1690336902
535,sao jose da coroa grande,-8.8978,-35.1478,74.59,83,49,9.53,BR,1690336902
536,tamanrasset,22.785,5.5228,78.71,13,0,6.91,DZ,1690336902
537,al markaz,25.4,49.7333,86.59,28,70,3.11,SA,1690336903
538,ganjam,19.3833,85.0667,84.04,81,34,16.46,IN,1690336903
539,turkmenbasy,40.0222,52.9552,72.37,73,0,9.22,TM,1690336903
540,kerouane,9.2667,-9.0167,69.12,97,100,3.22,GN,1690336903
541,talcahuano,-36.7167,-73.1167,49.68,100,75,2.3,CL,1690336875
542,constitucion,-35.3333,-72.4167,51.4,72,53,7.54,CL,1690336822
543,yicheng,31.3705,119.8703,83.44,80,100,16.33,CN,1690336888
544,palangkaraya,-2.2,113.8333,84.7,59,9,3.24,ID,1690336904
545,anna regina,7.2644,-58.5077,81.18,80,5,9.28,GY,1690336904
546,anyang-si,37.3925,126.9269,87.19,70,75,6.91,KR,1690336904
547,phan rang-thap cham,11.5667,108.9833,89.44,55,14,7.74,VN,1690336905
548,barentu,15.1139,37.5928,71.74,74,100,8.39,ER,1690336905
549,zeribet el oued,34.6828,6.5111,95.27,10,20,5.84,DZ,1690336905
550,chyorny yar,48.0624,46.1091,72.12,52,9,5.57,RU,1690336905
551,smidovich,48.6,133.8167,80.51,64,1,11.21,RU,1690336905
552,malvan,16.0667,73.4667,77.77,90,100,16.67,IN,1690336905
553,shemgang,27.2169,90.6579,66.79,86,100,1.36,BT,1690336906
554,ilek,51.5271,53.3831,68.79,69,76,3.31,RU,1690336906
555,vredendal,-31.6683,18.5012,58.21,59,100,11.86,ZA,1690336906
556,mongoumba,3.6415,18.5936,70.88,90,100,1.63,CF,1690336906
557,karachi,24.9056,67.0822,82.22,89,75,2.3,PK,1690336906
558,panaba,21.2833,-88.2667,79.93,86,21,13.89,MX,1690336906
559,imbituba,-28.24,-48.6703,63.18,94,13,3.04,BR,1690336907
560,broken hill,-31.95,141.4333,61.2,38,0,8.08,AU,1690336907
561,yeniseysk,58.4497,92.1703,70.57,76,77,2.64,RU,1690336907
562,mangrol,21.1167,70.1167,81.18,87,98,14.7,IN,1690336907
563,nova vicosa,-17.8919,-39.3719,71.94,88,79,11.18,BR,1690336907
564,gisborne,-38.6533,178.0042,47.93,87,100,24.58,NZ,1690336907
565,kokpekty,48.75,82.4,77.74,36,89,4.61,KZ,1690336908
566,aldinga beach,-35.2793,138.4604,62.26,63,0,7.81,AU,1690336908
567,klyuchi,52.2667,79.1667,75.69,40,8,4.25,RU,1690336908
568,zambezi,-13.5432,23.1047,54.34,47,53,5.73,ZM,1690336908
569,bubaque,11.2833,-15.8333,78.21,87,100,5.46,GW,1690336908
570,malanje,-9.5402,16.341,61.25,77,6,3.78,AO,1690336908
571,tazacorte,28.629,-17.9293,74.37,75,100,13.8,ES,1690336908
572,sufalat sama'il,23.3167,58.0167,85.64,64,100,3.31,OM,1690336909
573,boca do acre,-8.7522,-67.3978,75.31,49,9,2.21,BR,1690336909
574,nilsia,63.2,28.0833,58.12,94,88,2.26,FI,1690336909
575,shingu,33.7333,135.9833,97.32,45,99,1.92,JP,1690336859
576,santa cruz,-17.8,-63.1667,63.86,68,75,3.44,BO,1690336909
577,inhambane,-23.865,35.3833,61.84,71,20,4.41,MZ,1690336909
578,bandarbeyla,9.4942,50.8122,75.42,77,58,28.34,SO,1690336910
579,basco,20.4487,121.9702,84.6,83,100,46.39,PH,1690336910
580,cidreira,-30.1811,-50.2056,62.94,96,100,7.87,BR,1690336910
581,domna,51.8971,113.1573,62.76,94,40,0.0,RU,1690336910
582,balabac,7.9868,117.0645,84.42,74,93,17.9,PH,1690336910
